relative.area	Formic acid	Acetic acid	Propionic acid	Isobutyric acid	Butyric acid	Isovaleric acid	Valeric acid	Deoxycholic Acid	Hyodeoxycholic acid	beta-MCA	omega-MCA	Cholic acid	Chenodeoxycholic acid 	Lithocholic acid	HCA	alpha-MCA	Ursodeoxycholic acid	Alanine	Proline	Valine	Leucine	Isoleucine	Glycine	4-Aminobutyric acid	Methionine	Serine	Threonine	Phenylalanine	Tyrosine	4-Hydroxyproline	Lysine	L-Lactic acid	Malic acid	Pyruvic acid	Hippuric acid	Fumaric acid	Fructose	Arabinose	Ribose	L-sorbose	Glucose	Mannose	Galactose_talose	Sucrose	Lactose	Maltose	Trehalose	Raffinose	Cytosine	Adenine	Niacin (Nicotinic acid)	Biotin	Pyridoxine	Pyridoxamine	Pyridoxal	 N,N-dimethylglycine	4-hydroxyphenyllacetate	Serotonin	5-Amino-n-valeric acid	3-Indoleacetic acid	Hydroxypropionic acid	5-Hydroxy-3-indoleacetate	Taurine	Homovanillic acid	Quinic acid
11_precision-day2-1	0.3694098213025836	5.34985245227231	3.3021612264446714	0.2949474315854299	2.737945941379656	0.2386635901769499	0.41956699495072447	2.5761351049554038	0.8227088780786402	0.03371951730779241	0.02100276882725153	0.17404132709177947	0.3372634863480966	0.316354749531547	0.04158036679494408	0.027229437063922137	0.1398263113163031	0.7372000462436885	0.6592689551062428	0.985117564996426	0.9102334293386675	0.9185112735339115	0.9138795296706522	0.8598448309774832	0.2853251037614456	0.3229445325037204	0.21200763223996463	0.48883914350741015	0.11050901364939528	0.7648680204361904	0.10799941120371934	1.1393783425284143	0.36750895175054693	0.021540105288931386	0.2873534659014104	0.24572926890981134	0.15662522704786866	0.09430294051406224	0.04766959142790891	0.16423842226346907	0.1880397204885315	0.1559523204152875	0.17466827776636726	0.5119863860277397	0.24449131298973284	0.18361459173580086	0.512338231786244	0.4640250359665907	0.3612095236266626	0.059595847798692425	0.057272788498173195	0.017062751559278853	0.7995491825913765	0.030453945142077183	0.09929698800817215	0.6636978096773355	1.5721821580783275	0.08776687840650463	0.9285402581554396	0.5189286661735627	0.014836880904042284	0.5488853682051356	0.12374119777827432	0.2518405283630504	1.5890127196689754
12_precision-day2-2	0.4148999458725622	5.655523205962271	3.3538358530106054	0.3056737913338367	2.7935542068384054	0.24430633723485734	0.4291185655639048	2.711674992803669	0.8896677184418663	0.03460057949666326	0.021905982675252796	0.18184973556205816	0.35019388681510366	0.32003581141300697	0.04414831631251088	0.02962876900293232	0.14699051540904717	0.7424547485001706	0.6629894837386654	0.9888573116281314	0.893548349757307	0.9211432338056873	0.9493348210270859	0.8861191589581211	0.2839156782766542	0.3480259344487278	0.2187209526885098	0.503775998851552	0.09866276238201176	0.7743440392564819	0.10762423215466668	1.1663742094732175	0.3374986266817908	0.022427655944252306	0.33996985331499024	0.2429640036602824	0.13430444825829296	0.0920040716676259	0.049036625968282295	0.15256669973341366	0.17170098107652504	0.1482991963360197	0.1736661554913217	0.5377509126798261	0.252013380786169	0.1823011595082525	0.48788155112633336	0.4742012915983845	0.37081008224816875	0.05663000114726574	0.06307359582359737	0.017317557397048152	0.7939116685292916	0.03051741372391358	0.10155057406498828	0.6705392628848709	1.5784124905405839	0.09559124483992444	0.9103390612375242	0.5304515176704434	0.0171338145169668	0.5489632974598676	0.12765582389987049	0.2473167536702553	1.6548837714805045
13_precision-day2-3	0.4211048562648262	5.628629870569406	3.2797225635626277	0.30350949938072286	2.76259613295226	0.24356949460717195	0.4278367527516989	2.695170972841126	0.8791584336085118	0.03360084451529427	0.022275944626990958	0.18364775072627518	0.34837345658529073	0.30570222399634855	0.044204591184503546	0.029472719284475812	0.14455767146090606	0.6975402671196197	0.6131970797007884	0.8952350773171768	0.8219054507373939	0.9028152428510257	0.9240841995607892	0.8662299338684257	0.29448822989037365	0.35624260858323986	0.23543661561013984	0.5202629601806154	0.11556126307899928	0.80596774552332	0.11342465646047732	1.170639018182203	0.3801898458621816	0.02164404786314229	0.2890592036423046	0.24572822630474067	0.1508020930363078	0.10587057964455907	0.045955046160271316	0.1727644800696861	0.15316393425120983	0.1464974210689203	0.1782587250038023	0.5525134161510635	0.24194014787259685	0.19677954009510396	0.489679096066083	0.4905339910591012	0.3570558692378616	0.06047832464852248	0.058509836851154594	0.018159985712663987	0.7985611517951116	0.03400803201601937	0.10146561577756169	0.6878327226528999	1.5949843192259079	0.09129003464003543	0.8982678551693976	0.5108868510648873	0.01788124369854745	0.5458131072245375	0.14257468357238584	0.24454189432782872	1.6288134955936588
14_precision-day2-4	0.4619577131407637	5.99510988464763	3.464173347123822	0.3189659832377888	2.9089350535131877	0.2561884693611782	0.45045744144070127	2.7523396175267907	0.8830232326528978	0.03557310172194713	0.023016378220687354	0.1914338533656813	0.36672726048005655	0.26552198134180915	0.04622199950756434	0.030584324267104657	0.152014380901649	0.7526143166999578	0.6767932009550807	0.9988061741913971	0.9300945558029722	0.9994750488631275	0.9800462932614051	0.9083043864786448	0.27763627292395676	0.3755341076517585	0.23693425562842618	0.5142331056182311	0.12266092545375384	0.8488506703152725	0.11454236146296749	1.227174346360393	0.39281852407639806	0.022927980940577092	0.3161037855146928	0.2628254372122292	0.11806130565581908	0.11348316169374509	0.047730418504534154	0.18237319196456825	0.16604936013331403	0.15670565385865562	0.15542706505781814	0.5059224078857034	0.25796163051183696	0.1374151449806818	0.5251606530562515	0.4538080550119694	0.3949429676116115	0.06584178390902838	0.06426613598563234	0.01836900656886773	0.8466665749904521	0.03422218453187227	0.10668734256136438	0.7398785488823714	1.633850402858739	0.09470175391169207	0.9465569832267615	0.5488884396556465	0.018129892633460692	0.5933138003690925	0.13389470421752567	0.25064701842391307	1.7160855161309199
15_precision-day2-5	0.45345138828345444	5.832650177760083	3.357981143092315	0.3126073320798519	2.8293120736269133	0.2531725883700438	0.4398865569069346	2.7198045697572297	0.8737967791989016	0.03542748168892716	0.02288404131298117	0.1896827159802928	0.34188327822509573	0.316840007312629	0.04582200723528414	0.029956987230447003	0.14228142024388865	0.7716241126982966	0.6870993289014026	1.0340029329302567	0.9512388620732678	1.004158082142492	1.0228236320347923	0.8873473893955222	0.29969140898918195	0.3529042881580595	0.22895812261091505	0.5337261033604913	0.11783207441903117	0.8269409284908301	0.11246654418901712	1.2137839300315842	0.3864563429004715	0.02320204490574024	0.32163262189101577	0.25486046456614914	0.15200997439152902	0.09615638917383501	0.05168817694968354	0.1909735660870976	0.11693865936769492	0.15544518268752597	0.1716034651840933	0.5282884703029986	0.25104155863740335	0.1586397328547941	0.49431983778625027	0.4374889124429345	0.37128814029100643	0.06464222151449407	0.06260818375144984	0.017595654386235237	0.8541179051209109	0.03358652492421962	0.10403165131383604	0.7248962778384973	1.6719120328228856	0.09753592159803984	0.9211069990327037	0.5473825406049088	0.01836431822854273	0.5761433482840245	0.13439637543941566	0.25140904566666367	1.7208652808950855
16_precision-day3-1	0.3759815737443335	5.41811321672612	3.2722525341427304	0.29351898086120226	2.715386718171636	0.23916236111891367	0.422299376615157	2.7323635654932232	0.8674598510929356	0.03579557712887021	0.02187912956211243	0.18110801517380648	0.33597033850296393	0.2984837510680572	0.041526783503494036	0.027957496352304618	0.13318834616512368	0.6947219837538426	0.5619597939278401	0.9480022553599119	0.9009468658908071	0.936992070933717	0.966293540155911	0.8672876634285753	0.26911750062955575	0.3303320332913145	0.21560430157943766	0.5059721345675043	0.11397135323793993	0.730814377790655	0.10608374607201958	1.144789348551983	0.381686498424864	0.02239041766834605	0.2964331314810469	0.23515820231262247	0.15205493690686736	0.09900931279048716	0.04757796262672061	0.17784188460853664	0.1734366762104321	0.177812083264348	0.16241519320973083	0.5843805436744964	0.24375387677612123	0.16697541408474256	0.503524491817589	0.48204175194782345	0.3747423417952914	0.061243660651461744	0.0606982244498161	0.015917483279661384	0.8340820259311813	0.03354494395411153	0.09896490026379332	0.7449782932308314	1.698078835038952	0.09066570492465335	0.9334108808281294	0.5242403187094777	0.015553051825644494	0.5721665990095997	0.11816598030647874	0.25268419775230355	1.7070641880625
17_precision-day3-2	0.4203995107949238	5.660823250036555	3.273769951844056	0.29531703022204187	2.7345470398497373	0.2431163425235474	0.43107878695980095	2.7587229896821257	0.837517568989492	0.03724852362233904	0.022966988978750276	0.1955425162352171	0.3523250492990548	0.282199939617974	0.045426440109826195	0.029624207524607933	0.14523913574475145	0.688574292780357	0.5718809349651308	0.9376487535394085	0.9337722784282312	0.9764752178957027	0.9669324186090085	0.8845853832129188	0.2888243935053196	0.34973011899087164	0.22870891677004498	0.5284558428668344	0.11964544577419478	0.755223381131278	0.11464260767819569	1.2190955619437063	0.3978592223621471	0.02342201126627546	0.29719433693485625	0.24278812198245892	0.14960343083001543	0.14427807639707008	0.04729149701877207	0.18895407718002033	0.20487713085905349	0.16631000898809217	0.16837854077158879	0.5921293349961081	0.24942719937919758	0.21307932447484587	0.5291234802122298	0.5108082433422221	0.3644664157998707	0.06471050387135754	0.05837704447121185	0.019170090690519833	0.7988572512034398	0.03524030127199489	0.10074051758112841	0.7601746670264137	1.6790766337741414	0.09270406931158343	0.9254158424600069	0.52529535521818	0.017475395491241646	0.587282215595498	0.13587326421009652	0.24664538208282002	1.7097668804437738
18_precision-day3-3	0.4289705775553196	5.712909333253613	3.2004738628274705	0.2954057624882108	2.7145460083376807	0.24639665892902818	0.43003742258097155	2.8771263475523288	0.8789036849230533	0.0378282060392275	0.023711189749604646	0.19514798123302896	0.36055027509460985	0.30746687643194204	0.047165916263482474	0.030420673279766313	0.14199564149463548	0.7100703274134625	0.5406631814979906	0.9117614678231307	0.8615853113073128	0.9481651086084396	0.9441210557313471	0.8957338626381441	0.28942602707399917	0.3568439401508718	0.22814687173891895	0.53923297924731	0.11871084404066884	0.7299992121966671	0.11473467702712183	1.2295838750004788	0.3894956195745792	0.022832549390421293	0.29340308670650234	0.24205270860017764	0.14798004880637414	0.10278491443636638	0.050067033815946856	0.16316203778551205	0.13960303444247096	0.13880221851746627	0.20354152656429894	0.5515080221296014	0.25028956235773225	0.21506478028618975	0.4305935020387384	0.4400510030209123	0.3884187993505741	0.06716459081959475	0.06251754035982361	0.018074757187032192	0.8461324788148703	0.0369391519183655	0.1028438886990271	0.7813637745409384	1.7149828623987728	0.09926881869863327	0.918737874979688	0.519424330895446	0.018437800775012617	0.620427991910068	0.13931051169653372	0.25943735011981417	1.701546407123473
19_precision-day3-4	0.4527602597319816	5.8004937187153995	3.2399248966194065	0.2997708018644091	2.7471342079561833	0.251948153046724	0.44166177829643105	2.894417168225237	0.8975930991174201	0.03956295593462147	0.024635979351240716	0.2012647490048992	0.3697058220102075	0.3169093717132651	0.04805898786824145	0.03128692904172161	0.14479003736421636	0.7160540085915278	0.5612951778292883	0.9737169733474008	0.9282926240965246	0.9945555689419247	1.017503331870491	0.9117541796616934	0.3123625378124724	0.3650311599876914	0.23320131116749757	0.5430805222609295	0.11378826169533046	0.7818235310415961	0.1201816779743243	1.2613814859507457	0.4078008476471637	0.02474513010453104	0.31416884925728317	0.24834513750120993	0.12975095255968075	0.09888687327835266	0.05025959487498732	0.1722225821774842	0.18870719312762585	0.15535358702376495	0.17431010544078138	0.5277059559037467	0.2548099176713533	0.1594771346503612	0.4814800056796678	0.5213272210664296	0.4021144992587633	0.05768542107395138	0.0641837145562619	0.019316390510214367	0.8909054916756696	0.03831136817807135	0.09682420357803455	0.823044275996767	1.7218400234910949	0.10301903400565005	0.9529171511208843	0.5498251056174795	0.017794238453946908	0.614878502435921	0.14700673061270816	0.25280478366561476	1.8188474796046894
20_precision-day3-5	0.4535117947269946	5.680024219889832	3.1449655483995698	0.2957922235046241	2.7021206922079863	0.24999321095072397	0.4385470284702688	2.902060513715252	0.8531390068675914	0.03959401500169983	0.02563066149880394	0.2072851722365125	0.35143900238928766	0.31152641843218554	0.04805876409539692	0.03121816089432737	0.15395642385875977	0.7280102855067524	0.5661107479109743	1.0454550166604377	0.9361878492400306	1.0228113655631803	0.997218832680342	0.9174033154989631	0.3188027340385772	0.3406666919123409	0.22213071102262613	0.5476405519179594	0.11860330597767726	0.7467790088547859	0.11377385987222502	1.2532897181302305	0.41402961583495457	0.02429237384704866	0.30469876850609795	0.23744147913717398	0.10402765337207903	0.1115986860648081	0.05052652481046617	0.1599460526377741	0.16099884713846796	0.14660241342196786	0.16299853467219586	0.47538974104014897	0.25064920783583766	0.14334278333460831	0.48995033350560424	0.45093623485596146	0.3838533039025931	0.06610221945433123	0.06550949736017106	0.018627843711065087	0.8678423930558467	0.03755812293424755	0.1073958760536726	0.8196387457775741	1.744353653160768	0.10763402444258366	0.9579841009865538	0.5282201481510637	0.016189202197486374	0.6336201659951336	0.1423208519685545	0.26054601175507125	1.7777298498798146
